alert_id,provider,product,alert_type,severity,event_time,resource,status,payload_json
sigma:m365-log-ingestion-lag-repeat-01,sigma,SIEM Sigma,AAD Sign-In Log Lag Anomaly,info,2018-08-20 11:54:00,ms:aad:signin,active,"{""event"":{""kind"":""alert"",""category"":[""intrusion_detection""],""dataset"":""sigma""},""rule"":{""title"":""AAD sign-in ingestion lag anomaly"",""level"":""info"",""status"":""test"",""logsource"":{""product"":""m365"",""service"":""onedrive""},""detection"":{""keywords"":[""ms:aad:signin"",""lag""],""condition"":""any""}},""threat"":{""tactic"":{""name"":""Collection""},""technique"":{""id"":""T1119""}},""query"":""ms:aad:signin OR lag"",""target"":{""resource"":""ms:aad:signin""},""matched_events"":{""event_count"":3,""rule_match_count"":10538,""sample_match_count"":3,""sample_match_scope"":{""required_terms"":[""ms:aad:signin"",""lag""],""any_terms"":[]},""first_seen"":""2018-08-20 11:04:01"",""last_seen"":""2018-08-20 14:48:07.644"",""samples"":[{""event_ref"":""14974558928710748560"",""event_time"":""2018-08-20 11:54:00"",""_sourcetype"":""journal-too_small"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534766331_1534766040_301/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""ms:aad:signin"",""lag""]},{""event_ref"":""16100501678543447844"",""event_time"":""2018-08-20 14:48:07.644"",""_sourcetype"":""journal-5"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534778280_1534776480_307/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""ms:aad:signin"",""lag""]}]}}"
sigma:m365-log-ingestion-lag-repeat-02,sigma,SIEM Sigma,AAD Sign-In Log Lag Anomaly,info,2018-08-20 14:48:07.644,ms:aad:signin,active,"{""event"":{""kind"":""alert"",""category"":[""intrusion_detection""],""dataset"":""sigma""},""rule"":{""title"":""AAD sign-in ingestion lag anomaly"",""level"":""info"",""status"":""test"",""logsource"":{""product"":""m365"",""service"":""onedrive""},""detection"":{""keywords"":[""ms:aad:signin"",""lag""],""condition"":""any""}},""threat"":{""tactic"":{""name"":""Collection""},""technique"":{""id"":""T1119""}},""query"":""ms:aad:signin OR lag"",""target"":{""resource"":""ms:aad:signin""},""matched_events"":{""event_count"":3,""rule_match_count"":10538,""sample_match_count"":3,""sample_match_scope"":{""required_terms"":[""ms:aad:signin"",""lag""],""any_terms"":[]},""first_seen"":""2018-08-20 11:04:01"",""last_seen"":""2018-08-20 14:48:07.644"",""samples"":[{""event_ref"":""16100501678543447844"",""event_time"":""2018-08-20 14:48:07.644"",""_sourcetype"":""journal-5"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534778280_1534776480_307/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""ms:aad:signin"",""lag""]}]}}"
sigma:vpn-high-traffic-user,sigma,SIEM Sigma,High VPN Traffic User,low,2018-08-17 15:20:52.4,mkraeusen,active,"{""event"":{""kind"":""alert"",""category"":[""intrusion_detection""],""dataset"":""sigma""},""rule"":{""title"":""High VPN traffic user"",""level"":""low"",""status"":""test"",""logsource"":{""product"":""cisco"",""service"":""asa""},""detection"":{""keywords"":[""mkraeusen"",""cisco:asa""],""condition"":""any""}},""threat"":{""tactic"":{""name"":""Command and Control""},""technique"":{""id"":""T1021""}},""query"":""mkraeusen OR cisco:asa"",""target"":{""resource"":""mkraeusen""},""matched_events"":{""event_count"":344,""rule_match_count"":350,""sample_match_count"":344,""sample_match_scope"":{""required_terms"":[""mkraeusen""],""any_terms"":[]},""first_seen"":""2018-08-17 15:20:52.4"",""last_seen"":""2018-08-21 01:37:19"",""samples"":[{""event_ref"":""10495714616222757099"",""event_time"":""2018-08-17 15:20:52.4"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""mkraeusen""]},{""event_ref"":""606218248767665821"",""event_time"":""2018-08-17 15:20:52.4"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""mkraeusen""]},{""event_ref"":""2993853879681849694"",""event_time"":""2018-08-18 08:18:32.729"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""mkraeusen""]},{""event_ref"":""13664420324139899904"",""event_time"":""2018-08-18 09:52:59.493"",""_sourcetype"":""journal-7"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534776480_1534769280_306/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""mkraeusen""]},{""event_ref"":""12357530795135056080"",""event_time"":""2018-08-18 11:10:12.492"",""_sourcetype"":""journal-5"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534778280_1534776480_307/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""mkraeusen""]}]}}"
sigma:vpn-high-traffic-user-repeat-01,sigma,SIEM Sigma,High VPN Traffic User,low,2018-08-20 09:55:42,mkraeusen,active,"{""event"":{""kind"":""alert"",""category"":[""intrusion_detection""],""dataset"":""sigma""},""rule"":{""title"":""High VPN traffic user"",""level"":""low"",""status"":""test"",""logsource"":{""product"":""cisco"",""service"":""asa""},""detection"":{""keywords"":[""mkraeusen"",""cisco:asa""],""condition"":""any""}},""threat"":{""tactic"":{""name"":""Command and Control""},""technique"":{""id"":""T1021""}},""query"":""mkraeusen OR cisco:asa"",""target"":{""resource"":""mkraeusen""},""matched_events"":{""event_count"":344,""rule_match_count"":350,""sample_match_count"":344,""sample_match_scope"":{""required_terms"":[""mkraeusen""],""any_terms"":[]},""first_seen"":""2018-08-17 15:20:52.4"",""last_seen"":""2018-08-21 01:37:19"",""samples"":[{""event_ref"":""2835313800001148127"",""event_time"":""2018-08-20 09:55:42"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""mkraeusen""]},{""event_ref"":""9304657409662652078"",""event_time"":""2018-08-20 09:55:42"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""mkraeusen""]},{""event_ref"":""14250277931440581493"",""event_time"":""2018-08-20 09:58:39.774"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""mkraeusen""]},{""event_ref"":""1535294527963167800"",""event_time"":""2018-08-20 09:58:39.774"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""mkraeusen""]},{""event_ref"":""16018641469802543803"",""event_time"":""2018-08-20 09:58:39.774"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""mkraeusen""]}]}}"
sigma:vpn-high-traffic-user-repeat-02,sigma,SIEM Sigma,High VPN Traffic User,low,2018-08-20 13:08:36,mkraeusen,active,"{""event"":{""kind"":""alert"",""category"":[""intrusion_detection""],""dataset"":""sigma""},""rule"":{""title"":""High VPN traffic user"",""level"":""low"",""status"":""test"",""logsource"":{""product"":""cisco"",""service"":""asa""},""detection"":{""keywords"":[""mkraeusen"",""cisco:asa""],""condition"":""any""}},""threat"":{""tactic"":{""name"":""Command and Control""},""technique"":{""id"":""T1021""}},""query"":""mkraeusen OR cisco:asa"",""target"":{""resource"":""mkraeusen""},""matched_events"":{""event_count"":344,""rule_match_count"":350,""sample_match_count"":344,""sample_match_scope"":{""required_terms"":[""mkraeusen""],""any_terms"":[]},""first_seen"":""2018-08-17 15:20:52.4"",""last_seen"":""2018-08-21 01:37:19"",""samples"":[{""event_ref"":""5642522806843749320"",""event_time"":""2018-08-20 13:08:36"",""_sourcetype"":""journal-7"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534776480_1534769280_306/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""mkraeusen""]},{""event_ref"":""7353221461588429193"",""event_time"":""2018-08-20 13:08:36"",""_sourcetype"":""journal-7"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534776480_1534769280_306/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""mkraeusen""]},{""event_ref"":""8236800457913667547"",""event_time"":""2018-08-20 13:08:36"",""_sourcetype"":""journal-7"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534776480_1534769280_306/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""mkraeusen""]},{""event_ref"":""6398218039589675161"",""event_time"":""2018-08-20 13:08:38.182"",""_sourcetype"":""journal-7"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534776480_1534769280_306/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""mkraeusen""]},{""event_ref"":""2991732638225731181"",""event_time"":""2018-08-20 13:09:33"",""_sourcetype"":""journal-7"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534776480_1534769280_306/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""mkraeusen""]}]}}"
sigma:web-password-spray,sigma,SIEM Sigma,Web Password Spray,medium,2018-08-20 15:03:42.852,5.101.40.81,active,"{""event"":{""kind"":""alert"",""category"":[""intrusion_detection""],""dataset"":""sigma""},""rule"":{""title"":""Web password spray"",""level"":""medium"",""status"":""test"",""logsource"":{""category"":""webserver""},""detection"":{""keywords"":[""5.101.40.81""],""condition"":""any""}},""threat"":{""tactic"":{""name"":""Credential Access""},""technique"":{""id"":""T1110""}},""query"":""5.101.40.81"",""target"":{""resource"":""5.101.40.81""},""matched_events"":{""event_count"":8,""rule_match_count"":8,""sample_match_count"":8,""sample_match_scope"":{""required_terms"":[""5.101.40.81""],""any_terms"":[]},""first_seen"":""2018-08-20 15:03:42.852"",""last_seen"":""2018-08-20 15:08:13.18"",""samples"":[{""event_ref"":""1321080231080601584"",""event_time"":""2018-08-20 15:03:42.852"",""_sourcetype"":""journal-5"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534778280_1534776480_307/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""5.101.40.81""]},{""event_ref"":""6625347706665034914"",""event_time"":""2018-08-20 15:07:01.07"",""_sourcetype"":""journal-5"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534778280_1534776480_307/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""5.101.40.81""]},{""event_ref"":""13073703013028616917"",""event_time"":""2018-08-20 15:07:12.872"",""_sourcetype"":""journal-5"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534778280_1534776480_307/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""5.101.40.81""]},{""event_ref"":""2950576976459863212"",""event_time"":""2018-08-20 15:07:35.703"",""_sourcetype"":""journal-5"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534778280_1534776480_307/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""5.101.40.81""]},{""event_ref"":""9692940902640652779"",""event_time"":""2018-08-20 15:07:36.184"",""_sourcetype"":""journal-5"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534778280_1534776480_307/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""5.101.40.81""]}]}}"
sigma:web-password-spray-repeat-01,sigma,SIEM Sigma,Web Password Spray,medium,2018-08-20 15:07:43.178,5.101.40.81,active,"{""event"":{""kind"":""alert"",""category"":[""intrusion_detection""],""dataset"":""sigma""},""rule"":{""title"":""Web password spray"",""level"":""medium"",""status"":""test"",""logsource"":{""category"":""webserver""},""detection"":{""keywords"":[""5.101.40.81""],""condition"":""any""}},""threat"":{""tactic"":{""name"":""Credential Access""},""technique"":{""id"":""T1110""}},""query"":""5.101.40.81"",""target"":{""resource"":""5.101.40.81""},""matched_events"":{""event_count"":8,""rule_match_count"":8,""sample_match_count"":8,""sample_match_scope"":{""required_terms"":[""5.101.40.81""],""any_terms"":[]},""first_seen"":""2018-08-20 15:03:42.852"",""last_seen"":""2018-08-20 15:08:13.18"",""samples"":[{""event_ref"":""15427492765856809471"",""event_time"":""2018-08-20 15:07:43.178"",""_sourcetype"":""journal-5"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534778280_1534776480_307/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""5.101.40.81""]},{""event_ref"":""2936718358921509710"",""event_time"":""2018-08-20 15:08:11.14"",""_sourcetype"":""journal-5"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534778280_1534776480_307/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""5.101.40.81""]},{""event_ref"":""701663942153915327"",""event_time"":""2018-08-20 15:08:13.18"",""_sourcetype"":""journal-5"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534778280_1534776480_307/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""5.101.40.81""]}]}}"
sigma:endpoint-hxtsr-from-macro,sigma,SIEM Sigma,Suspicious Process From Macro Document,high,2018-08-18 15:03:10.484,HxTsr.exe,active,"{""event"":{""kind"":""alert"",""category"":[""intrusion_detection""],""dataset"":""sigma""},""rule"":{""title"":""Suspicious process spawned from macro document"",""level"":""high"",""status"":""test"",""logsource"":{""product"":""windows"",""service"":""sysmon""},""detection"":{""keywords"":[""HxTsr.exe""],""condition"":""any""}},""threat"":{""tactic"":{""name"":""Execution""},""technique"":{""id"":""T1204""}},""query"":""HxTsr.exe"",""target"":{""resource"":""HxTsr.exe""},""matched_events"":{""event_count"":403,""rule_match_count"":403,""sample_match_count"":403,""sample_match_scope"":{""required_terms"":[""HxTsr.exe""],""any_terms"":[]},""first_seen"":""2018-08-18 15:03:10.484"",""last_seen"":""2018-08-21 09:45:58"",""samples"":[{""event_ref"":""5508390685228265955"",""event_time"":""2018-08-18 15:03:10.484"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""HxTsr.exe""]},{""event_ref"":""14046509406400043474"",""event_time"":""2018-08-19 15:23:59"",""_sourcetype"":""journal"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534766463_1534762020_305/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""HxTsr.exe""]},{""event_ref"":""14577903728371859556"",""event_time"":""2018-08-19 18:59:04.538"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""HxTsr.exe""]},{""event_ref"":""7554563809450198576"",""event_time"":""2018-08-19 18:59:04.538"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""HxTsr.exe""]},{""event_ref"":""2852980895000436045"",""event_time"":""2018-08-19 21:47:40"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""HxTsr.exe""]}]}}"
sigma:endpoint-hdoor-network-scan,sigma,SIEM Sigma,Endpoint Network Scan Tool,high,2018-08-19 20:52:41.53,hdoor.exe,active,"{""event"":{""kind"":""alert"",""category"":[""intrusion_detection""],""dataset"":""sigma""},""rule"":{""title"":""Endpoint network scan tool"",""level"":""high"",""status"":""test"",""logsource"":{""product"":""windows"",""service"":""sysmon""},""detection"":{""keywords"":[""hdoor.exe""],""condition"":""any""}},""threat"":{""tactic"":{""name"":""Discovery""},""technique"":{""id"":""T1046""}},""query"":""hdoor.exe"",""target"":{""resource"":""hdoor.exe""},""matched_events"":{""event_count"":17,""rule_match_count"":17,""sample_match_count"":17,""sample_match_scope"":{""required_terms"":[""hdoor.exe""],""any_terms"":[]},""first_seen"":""2018-08-19 20:52:41.53"",""last_seen"":""2018-08-20 10:44:10"",""samples"":[{""event_ref"":""9990072531870073067"",""event_time"":""2018-08-19 20:52:41.53"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""hdoor.exe""]},{""event_ref"":""18442166359869409123"",""event_time"":""2018-08-20 10:34:14.971"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""hdoor.exe""]},{""event_ref"":""5676588280786134746"",""event_time"":""2018-08-20 10:34:14.971"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""hdoor.exe""]},{""event_ref"":""9656389114851634018"",""event_time"":""2018-08-20 10:40:01"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""hdoor.exe""]},{""event_ref"":""12292850039034769910"",""event_time"":""2018-08-20 10:42:40"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""hdoor.exe""]}]}}"
sigma:linux-netcat-listener,sigma,SIEM Sigma,Netcat Listener On Unusual Port,high,2018-08-18 12:29:11.036,hoth:1337,active,"{""event"":{""kind"":""alert"",""category"":[""intrusion_detection""],""dataset"":""sigma""},""rule"":{""title"":""Netcat listener on unusual port"",""level"":""high"",""status"":""test"",""logsource"":{""product"":""linux""},""detection"":{""keywords"":[""1337"",""netcat""],""condition"":""any""}},""threat"":{""tactic"":{""name"":""Command and Control""},""technique"":{""id"":""T1105""}},""query"":""1337 OR netcat"",""target"":{""resource"":""hoth:1337""},""matched_events"":{""event_count"":15,""rule_match_count"":2289,""sample_match_count"":15,""sample_match_scope"":{""required_terms"":[""1337"",""netcat""],""any_terms"":[]},""first_seen"":""2018-08-18 12:29:11.036"",""last_seen"":""2018-08-20 11:53:53.858"",""samples"":[{""event_ref"":""8630048433999431370"",""event_time"":""2018-08-18 12:29:11.036"",""_sourcetype"":""journal"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534766463_1534762020_305/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""1337"",""netcat""]},{""event_ref"":""7845816252027550441"",""event_time"":""2018-08-19 19:03:00"",""_sourcetype"":""journal"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534766463_1534762020_305/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""1337"",""netcat""]},{""event_ref"":""12312301061470887337"",""event_time"":""2018-08-20 00:00:00"",""_sourcetype"":""journal"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534766463_1534762020_305/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""1337"",""netcat""]},{""event_ref"":""4576826113243511451"",""event_time"":""2018-08-20 00:00:00"",""_sourcetype"":""journal"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534766463_1534762020_305/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""1337"",""netcat""]},{""event_ref"":""5327105193174448836"",""event_time"":""2018-08-20 11:26:29.796"",""_sourcetype"":""journal"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534766463_1534762020_305/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""1337"",""netcat""]}]}}"
sigma:linux-uid0-user-created,sigma,SIEM Sigma,Linux UID 0 User Created,critical,2018-08-20 11:07:01,tomcat7,active,"{""event"":{""kind"":""alert"",""category"":[""intrusion_detection""],""dataset"":""sigma""},""rule"":{""title"":""Linux UID 0 user created"",""level"":""critical"",""status"":""test"",""logsource"":{""product"":""linux""},""detection"":{""keywords"":[""useradd -ou 0"",""tomcat7""],""condition"":""any""}},""threat"":{""tactic"":{""name"":""Privilege Escalation""},""technique"":{""id"":""T1136""}},""query"":""useradd -ou 0 OR tomcat7"",""target"":{""resource"":""tomcat7""},""matched_events"":{""event_count"":2,""rule_match_count"":6,""sample_match_count"":2,""sample_match_scope"":{""required_terms"":[""useradd -ou 0"",""tomcat7""],""any_terms"":[]},""first_seen"":""2018-08-20 11:07:01"",""last_seen"":""2018-08-20 11:07:01"",""samples"":[{""event_ref"":""10949481398688037354"",""event_time"":""2018-08-20 11:07:01"",""_sourcetype"":""journal"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534766463_1534762020_305/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""useradd -ou 0"",""tomcat7""]},{""event_ref"":""14642995811730592952"",""event_time"":""2018-08-20 11:07:01"",""_sourcetype"":""journal"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534766463_1534762020_305/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""useradd -ou 0"",""tomcat7""]}]}}"
